call_number[1],collection[1],corporate_name[1],date[1],description[1],description[2],geographic_subject[1],geographic_subject[2],item_type[1],language[1],rights[1],subject[1],subject[2],subject[3],title[1]
Arc.MS.56,Arnold and Deanne Kaplan Collection of Early American Judaica (University of Pennsylvania),J. Rosenblatt & Co.,undated,"J. Rosenblatt & Co.: Importers: Earthenware, China, Majolica, Novelties","32 South Howard Street, Baltimore, MD","Baltimore, Maryland, United States","Maryland, United States",Trade cards,English,http://rightsstatements.org/page/NoC-US/1.0/?,House furnishings,Jewish merchants,Trade cards (advertising),"Trade card; J. Rosenblatt & Co.; Baltimore, Maryland, United States; undated;"
