Coll / Box #,Unique Identifier,title[1],collection[1],call_number[1],item_type[1],format[1],language[1],date[1],personal_name[1],personal_name[2],personal_name[3],corporate_name[1],corporate_name[2],corporate_name[3],geographic_subject[1],description[1],source[1],coverage[1],publisher[1],rights[1],bibnumber[1]
200 180,ark:/81431/p32b8vc0c,[Concert program 1941-12-20],Marian Anderson Papers (University of Pennsylvania),Ms. Coll 200 box 180 folder 8576 item 2,Programs,2 p. ; 24 cm,English,1941-12-20T20:30:00,"Anderson, Marian","Rupp, Franz","Hurok, Sol","McMillin Academic Theater, Columbia University","Hurok Attractions, Inc. ","Institute of Arts and Sciences, Columbia University","New York City, New York, United States","Handel, George Frideric: Tutta raccolta ancor; Martini, Johann Paul Aegidius: Plaisir d'amour; Bassani, Giovanni Battista: Dormi, bella, dormi tu?; Carissimi, Giacomo: No, no, non si speri!; Schubert, Franz: Fragment aus dem Aeschylus, D 450; Schubert, Franz: Fischerweise : D881; Schubert, Franz: Der Doppelgänger; Schubert, Franz: Der Erlkönig; Massenet, Jules: Pleurez, pleurez mes yeux, from Le Cid; Dvořák, Antonín: Als die alte Mutter: Songs my mother taught me; Rachmaninoff, Sergei: Christ is risen : op. 26, no. 6; Quilter, Roger: O mistress mine; Quilter, Roger: Blow, blow, thou winter wind; Burleigh, Harry Thacker (arr.): Go down, Moses: Let my people go; Lawrence, William (arr.): Let us break bread together; Boatner, Edward (arr.): Trampin'; Johnson, Hall (arr.): Honor, honor",,,,https://creativecommons.org/publicdomain/zero/1.0/,
